u,v,contact_count,duration_seconds,first_time,last_time,weight
1617,1861,1,20,133360,133360,0.31600653265148854
1617,1887,1,20,137200,137200,0.31600653265148854
1617,1889,2,40,136480,136580,0.3854506105818549
1617,1898,173,3460,129440,137040,0.8458587998238273
1617,1902,31,620,32980,141840,0.6675406987820569
1617,1906,25,500,38400,146700,0.6452532963865709
1617,1907,75,1500,40060,144640,0.7591456673901623
1617,1909,1,20,137020,137020,0.31600653265148854
1617,1911,90,1800,31420,147740,0.7780582271676053
1617,1913,16,320,33900,123760,0.599047349799237
1617,1916,17,340,32100,143980,0.6053208666300378
1617,1917,12,240,31820,144220,0.5692950854209973
1617,1919,14,280,31640,125160,0.5852336270669158
1617,1920,1,20,123900,123900,0.31600653265148854
1617,1922,28,560,33900,146180,0.656994059633722
1618,1647,4,80,124180,124320,0.4561223208851435
1618,1649,2,40,124200,124300,0.3854506105818549
1618,1653,17,340,40880,129200,0.6053208666300378
1618,1705,3,60,37760,123240,0.42668859322200425
1618,1730,41,820,51800,128620,0.6965194651944911
1618,1753,1,20,124520,124520,0.31600653265148854
1618,1797,6,120,55960,124060,0.49777959356083784
1618,1798,1,20,124520,124520,0.31600653265148854
1618,1815,156,3120,40880,128900,0.8351259600426911
1618,1837,26,520,37600,124600,0.6493162459026266
1618,1908,1,20,123920,123920,0.31600653265148854
1618,1920,1,20,124380,124380,0.31600653265148854
1625,1628,245,4900,31540,147980,0.8819672182839537
1625,1632,1,20,38760,38760,0.31600653265148854
1625,1641,83,1660,38460,137260,0.7696588950563644
1625,1643,9,180,121920,146640,0.5395785563918402
1625,1647,15,300,121180,146680,0.5923701214603585
1625,1648,51,1020,32180,145860,0.7191483252460843
1625,1649,37,740,38220,145120,0.6858781329659501
1625,1656,4,80,144920,145380,0.4561223208851435
1625,1664,2,40,133760,145760,0.3854506105818549
1625,1665,1,20,129360,129360,0.31600653265148854
1625,1666,2,40,43760,128880,0.3854506105818549
1625,1670,1,20,128900,128900,0.31600653265148854
1625,1673,17,340,43580,145760,0.6053208666300378
1625,1675,3,60,129900,145340,0.42668859322200425
1625,1680,1,20,124040,124040,0.31600653265148854
1625,1684,2,40,38500,130020,0.3854506105818549
1625,1688,1,20,48400,48400,0.31600653265148854
1625,1696,5,100,44140,45800,0.4790269285669295
1625,1697,1,20,43800,43800,0.31600653265148854
1625,1704,9,180,43520,136980,0.5395785563918402
1625,1708,15,300,43540,137240,0.5923701214603585
1625,1710,3,60,43300,47800,0.42668859322200425
1625,1718,76,1520,130280,133060,0.7605195472391394
1625,1719,1,20,136240,136240,0.31600653265148854
1625,1720,1,20,46340,46340,0.31600653265148854
1625,1722,2,40,47280,48040,0.3854506105818549
1625,1730,3,60,43240,133840,0.42668859322200425
1625,1732,5,100,49800,50040,0.4790269285669295
1625,1737,1,20,38920,38920,0.31600653265148854
1625,1741,1,20,38980,38980,0.31600653265148854
1625,1743,2,40,47120,50680,0.3854506105818549
1625,1748,1,20,129500,129500,0.31600653265148854
1625,1751,1,20,145440,145440,0.31600653265148854
1625,1757,2,40,38820,136680,0.3854506105818549
1625,1761,5,100,45900,129980,0.4790269285669295
1625,1763,3,60,39060,39260,0.42668859322200425
1625,1764,2,40,48880,124840,0.3854506105818549
1625,1767,1,20,48380,48380,0.31600653265148854
1625,1768,27,540,130540,136140,0.6532261284030567
1625,1772,2,40,39360,48240,0.3854506105818549
1625,1775,1,20,47420,47420,0.31600653265148854
1625,1778,1,20,136160,136160,0.31600653265148854
1625,1780,1,20,133700,133700,0.31600653265148854
1625,1782,3,60,135580,135840,0.42668859322200425
1625,1783,2,40,39200,39220,0.3854506105818549
1625,1789,2,40,129520,129540,0.3854506105818549
1625,1790,23,460,48740,133240,0.6366167070813586
1625,1795,5,100,47240,133820,0.4790269285669295
1625,1796,1,20,50480,50480,0.31600653265148854
1625,1799,1,20,136620,136620,0.31600653265148854
1625,1809,4,80,38720,39280,0.4561223208851435
1625,1819,1,20,39460,39460,0.31600653265148854
1625,1821,3,60,38760,43440,0.42668859322200425
1625,1822,5,100,49560,134560,0.4790269285669295
1625,1833,9,180,133800,136640,0.5395785563918402
1625,1838,4,80,38900,137100,0.4561223208851435
1625,1843,3,60,135500,136040,0.42668859322200425
1625,1851,55,1100,44120,46940,0.7269782460139984
1625,1852,66,1320,31620,146880,0.7458866181007393
1625,1855,6,120,129500,134500,0.49777959356083784
1625,1857,2,40,38760,133340,0.3854506105818549
1625,1861,74,1480,43900,50680,0.7577533580203487
1625,1880,1,20,39260,39260,0.31600653265148854
1625,1885,1,20,38920,38920,0.31600653265148854
1625,1887,1,20,130120,130120,0.31600653265148854
1625,1888,1,20,39220,39220,0.31600653265148854
1625,1889,25,500,43180,133700,0.6452532963865709
1625,1890,7,140,43640,134360,0.5136570630934635
1625,1898,4,80,130280,131880,0.4561223208851435
1625,1902,280,5600,31660,148120,0.8958244761617674
1625,1906,26,520,59180,128800,0.6493162459026266
1625,1907,40,800,38340,139900,0.6939596534072261
1625,1908,7,140,145120,145720,0.5136570630934635
1625,1909,6,120,38900,136640,0.49777959356083784
1625,1911,113,2260,32040,146820,0.8016679944086006
1625,1912,1,20,123880,123880,0.31600653265148854
1625,1913,12,240,38720,125880,0.5692950854209973
1625,1916,32,640,38260,144300,0.6708308350104104
1625,1917,24,480,123300,144280,0.6410248050598301
1625,1919,36,720,38240,125700,0.6830381443859841
1625,1920,2,40,128940,129360,0.3854506105818549
1625,1922,70,1400,60620,146880,0.7519894841151616
1628,1641,4,80,128540,143740,0.4561223208851435
1628,1643,31,620,39340,136080,0.6675406987820569
1628,1647,32,640,120920,144800,0.6708308350104104
1628,1648,15,300,50740,139160,0.5923701214603585
1628,1649,52,1040,39200,146320,0.7211618725252504
1628,1650,1,20,42440,42440,0.31600653265148854
1628,1656,7,140,145020,145740,0.5136570630934635
1628,1661,2,40,145400,145740,0.3854506105818549
1628,1665,7,140,48260,123860,0.5136570630934635
1628,1673,15,300,47040,145520,0.5923701214603585
1628,1674,3,60,45000,46900,0.42668859322200425
1628,1675,2,40,46960,144880,0.3854506105818549
1628,1680,1,20,145660,145660,0.31600653265148854
1628,1684,6,120,48820,49200,0.49777959356083784
1628,1687,2,40,144780,145040,0.3854506105818549
1628,1688,1,20,44880,44880,0.31600653265148854
1628,1695,1,20,48480,48480,0.31600653265148854
1628,1697,1,20,49000,49000,0.31600653265148854
1628,1698,2,40,49680,123860,0.3854506105818549
1628,1700,3,60,43240,135320,0.42668859322200425
1628,1704,18,360,44060,135560,0.611236718692761
1628,1705,1,20,47160,47160,0.31600653265148854
1628,1708,23,460,44240,136600,0.6366167070813586
1628,1710,10,200,43160,137060,0.5504571011940145
1628,1711,3,60,48320,49660,0.42668859322200425
1628,1714,7,140,43800,49660,0.5136570630934635
1628,1718,1,20,135620,135620,0.31600653265148854
1628,1720,4,80,43360,44080,0.4561223208851435
1628,1722,32,640,44120,136960,0.6708308350104104
1628,1723,4,80,47200,47720,0.4561223208851435
1628,1730,1,20,124380,124380,0.31600653265148854
1628,1732,4,80,48180,137120,0.4561223208851435
1628,1735,1,20,38700,38700,0.31600653265148854
1628,1743,2,40,47420,47440,0.3854506105818549
1628,1748,3,60,38780,38820,0.42668859322200425
1628,1749,1,20,133580,133580,0.31600653265148854
1628,1752,5,100,38920,48480,0.4790269285669295
1628,1753,1,20,124860,124860,0.31600653265148854
1628,1757,10,200,44940,134580,0.5504571011940145
1628,1760,1,20,50640,50640,0.31600653265148854
1628,1761,5,100,48300,134380,0.4790269285669295
1628,1765,5,100,45340,48460,0.4790269285669295
1628,1767,6,120,47820,136060,0.49777959356083784
1628,1768,2,40,133860,137100,0.3854506105818549
1628,1772,34,680,39520,45800,0.6771138485823601
1628,1780,1,20,136440,136440,0.31600653265148854
1628,1782,4,80,130240,133880,0.4561223208851435
1628,1789,3,60,39040,137000,0.42668859322200425
1628,1790,3,60,48400,133740,0.42668859322200425
1628,1795,7,140,43920,46840,0.5136570630934635
1628,1797,3,60,50120,50260,0.42668859322200425
1628,1799,6,120,132680,133380,0.49777959356083784
1628,1809,1,20,38600,38600,0.31600653265148854
1628,1822,8,160,46960,135280,0.527424910548402
1628,1833,1,20,134340,134340,0.31600653265148854
1628,1838,2,40,48160,48700,0.3854506105818549
1628,1843,1,20,134320,134320,0.31600653265148854
1628,1851,23,460,43480,135340,0.6366167070813586
1628,1852,72,1440,32300,147640,0.7549114253313359
1628,1855,30,600,43780,135240,0.6641428468550955
1628,1857,1,20,46980,46980,0.31600653265148854
1628,1858,2,40,135840,135860,0.3854506105818549
1628,1859,2,40,131540,132880,0.3854506105818549
1628,1861,6,120,129560,135900,0.49777959356083784
1628,1865,1,20,38980,38980,0.31600653265148854
1628,1880,1,20,39240,39240,0.31600653265148854
1628,1885,2,40,39440,46960,0.3854506105818549
1628,1887,6,120,134560,136500,0.49777959356083784
1628,1889,3,60,43720,135600,0.42668859322200425
1628,1890,32,640,43800,136580,0.6708308350104104
1628,1902,89,1780,32020,144520,0.7768991407825395
1628,1906,19,380,38220,148020,0.6168334979266865
1628,1907,41,820,35820,147680,0.6965194651944911
1628,1908,3,60,145020,145100,0.42668859322200425
1628,1909,57,1140,44120,47020,0.7306823003306666
1628,1911,76,1520,38700,144700,0.7605195472391394
1628,1912,2,40,48520,48600,0.3854506105818549
1628,1913,6,120,122600,140560,0.49777959356083784
1628,1916,112,2240,32140,146780,0.8007457750396267
1628,1919,31,620,120180,146620,0.6675406987820569
1628,1920,1,20,130360,130360,0.31600653265148854
1628,1922,19,380,39360,143940,0.6168334979266865
1630,1632,4,80,53420,126180,0.4561223208851435
1630,1700,2,40,57940,58520,0.3854506105818549
1630,1707,1,20,38860,38860,0.31600653265148854
1630,1709,1,20,58260,58260,0.31600653265148854
1630,1712,1,20,57840,57840,0.31600653265148854
1630,1719,1,20,38400,38400,0.31600653265148854
1630,1727,1,20,58260,58260,0.31600653265148854
1630,1735,1,20,58160,58160,0.31600653265148854
1630,1738,1,20,38820,38820,0.31600653265148854
1630,1757,3,60,39100,125640,0.42668859322200425
1630,1759,3,60,38940,57820,0.42668859322200425
1630,1761,2,40,38780,39300,0.3854506105818549
1630,1764,1,20,58200,58200,0.31600653265148854
1630,1772,2,40,39000,58100,0.3854506105818549
1630,1780,1,20,38800,38800,0.31600653265148854
1630,1796,2,40,58200,125640,0.3854506105818549
1630,1798,2,40,57820,58140,0.3854506105818549
1630,1800,1,20,38460,38460,0.31600653265148854
1630,1802,2,40,126400,126420,0.3854506105818549
1630,1803,4,80,31640,39420,0.4561223208851435
1630,1805,3,60,39420,126380,0.42668859322200425
1630,1807,4,80,38500,126440,0.4561223208851435
1630,1818,6,120,39220,125400,0.49777959356083784
1630,1819,1,20,51120,51120,0.31600653265148854
1630,1821,12,240,31580,126400,0.5692950854209973
1630,1822,2,40,38780,58240,0.3854506105818549
1630,1831,4,80,39400,39640,0.4561223208851435
1630,1833,1,20,38860,38860,0.31600653265148854
1630,1836,43,860,38160,128960,0.7014571432333434
1630,1838,2,40,38520,38540,0.3854506105818549
1630,1847,7,140,38640,125220,0.5136570630934635
1630,1857,5,100,33900,119380,0.4790269285669295
1630,1865,2,40,38100,38160,0.3854506105818549
1630,1866,4,80,38140,125260,0.4561223208851435
1630,1880,6,120,57840,125360,0.49777959356083784
1630,1885,79,1580,38300,129280,0.7645353327029222
1630,1888,2,40,31640,120700,0.3854506105818549
1630,1892,5,100,36140,39880,0.4790269285669295
1630,1895,6,120,33920,126260,0.49777959356083784
1630,1902,1,20,38700,38700,0.31600653265148854
1630,1910,1,20,125180,125180,0.31600653265148854
1630,1913,1,20,38800,38800,0.31600653265148854
1630,1917,1,20,38880,38880,0.31600653265148854
1632,1685,3,60,38320,38360,0.42668859322200425
1632,1711,5,100,38780,58320,0.4790269285669295
1632,1712,1,20,58480,58480,0.31600653265148854
1632,1719,2,40,38400,38420,0.3854506105818549
1632,1720,2,40,38320,38340,0.3854506105818549
1632,1741,1,20,39380,39380,0.31600653265148854
1632,1748,2,40,38340,38360,0.3854506105818549
1632,1752,1,20,58080,58080,0.31600653265148854
1632,1757,3,60,58060,125840,0.42668859322200425
1632,1768,2,40,58080,58100,0.3854506105818549
1632,1774,6,120,38760,125420,0.49777959356083784
1632,1775,1,20,58360,58360,0.31600653265148854
1632,1787,1,20,58520,58520,0.31600653265148854
1632,1796,1,20,125840,125840,0.31600653265148854
1632,1802,5,100,38420,129280,0.4790269285669295
1632,1803,8,160,34040,58580,0.527424910548402
1632,1805,4,80,31600,57520,0.4561223208851435
1632,1807,14,280,38180,126440,0.5852336270669158
1632,1818,18,360,31220,59140,0.611236718692761
1632,1819,17,340,31280,126200,0.6053208666300378
1632,1821,19,380,38520,126140,0.6168334979266865
1632,1831,20,400,38100,126100,0.6221438686148343
1632,1835,63,1260,33100,129240,0.7410618096034531
1632,1836,5,100,57700,125760,0.4790269285669295
1632,1847,74,1480,34820,129280,0.7577533580203487
1632,1857,19,380,33920,129080,0.6168334979266865
1632,1859,3,60,38420,39360,0.42668859322200425
1632,1865,2,40,34120,39420,0.3854506105818549
1632,1866,15,300,31220,125240,0.5923701214603585
1632,1880,9,180,39080,119360,0.5395785563918402
1632,1885,8,160,36740,126180,0.527424910548402
1632,1888,6,120,38080,125760,0.49777959356083784
1632,1892,2,40,37560,39300,0.3854506105818549
1632,1895,17,340,31660,126260,0.6053208666300378
1632,1902,1,20,39060,39060,0.31600653265148854
1632,1910,21,420,117380,128660,0.6271957224548713
1637,1665,1,20,144880,144880,0.31600653265148854
1637,1668,16,320,51220,147160,0.599047349799237
1637,1697,8,160,135200,136840,0.527424910548402
1637,1698,1,20,144880,144880,0.31600653265148854
1637,1730,1,20,137220,137220,0.31600653265148854
1637,1744,1,20,145080,145080,0.31600653265148854
1637,1751,7,140,51180,144340,0.5136570630934635
1637,1798,3,60,58060,137020,0.42668859322200425
1637,1902,1,20,145400,145400,0.31600653265148854
1637,1907,1,20,145560,145560,0.31600653265148854
1641,1643,6,120,128900,146200,0.49777959356083784
1641,1647,16,320,121200,142060,0.599047349799237
1641,1648,10,200,60460,134780,0.5504571011940145
1641,1649,1,20,125300,125300,0.31600653265148854
1641,1650,1,20,129520,129520,0.31600653265148854
1641,1663,1,20,123920,123920,0.31600653265148854
1641,1664,2,40,133640,133660,0.3854506105818549
1641,1675,1,20,38500,38500,0.31600653265148854
1641,1684,13,260,123940,145260,0.577569991929958
1641,1695,5,100,123880,130000,0.4790269285669295
1641,1704,1,20,135080,135080,0.31600653265148854
1641,1708,1,20,137140,137140,0.31600653265148854
1641,1718,81,1620,129200,133060,0.7671287245055963
1641,1727,2,40,38760,38900,0.3854506105818549
1641,1749,3,60,134380,135060,0.42668859322200425
1641,1752,1,20,137100,137100,0.31600653265148854
1641,1757,3,60,38780,136460,0.42668859322200425
1641,1763,1,20,134920,134920,0.31600653265148854
1641,1764,1,20,135020,135020,0.31600653265148854
1641,1765,1,20,129500,129500,0.31600653265148854
1641,1768,6,120,130560,133300,0.49777959356083784
1641,1772,1,20,38860,38860,0.31600653265148854
1641,1778,2,40,135180,135200,0.3854506105818549
1641,1780,2,40,129840,135080,0.3854506105818549
1641,1789,1,20,137040,137040,0.31600653265148854
1641,1790,6,120,130740,132840,0.49777959356083784
1641,1799,2,40,134360,136160,0.3854506105818549
1641,1801,1,20,39300,39300,0.31600653265148854
1641,1852,45,900,34160,147500,0.7061705572255972
1641,1855,2,40,42500,133520,0.3854506105818549
1641,1859,2,40,129680,135200,0.3854506105818549
1641,1861,4,80,130220,132420,0.4561223208851435
1641,1887,3,60,134320,137120,0.42668859322200425
1641,1889,2,40,134520,134880,0.3854506105818549
1641,1890,1,20,129180,129180,0.31600653265148854
1641,1895,1,20,39420,39420,0.31600653265148854
1641,1898,50,1000,129420,137080,0.7170949426089054
1641,1902,23,460,39400,130200,0.6366167070813586
1641,1906,20,400,60360,146700,0.6221438686148343
1641,1907,15,300,39540,136340,0.5923701214603585
1641,1909,1,20,137020,137020,0.31600653265148854
1641,1911,30,600,32200,143320,0.6641428468550955
1641,1913,14,280,118140,147440,0.5852336270669158
1641,1916,14,280,32040,147460,0.5852336270669158
1641,1917,14,280,39460,146860,0.5852336270669158
1641,1919,33,660,31640,147820,0.6740198756289276
1641,1920,3,60,123900,130220,0.42668859322200425
1641,1922,52,1040,60280,137380,0.7211618725252504
1643,1647,21,420,121280,141720,0.6271957224548713
1643,1648,165,3300,31320,148120,0.8409459582096479
1643,1649,5,100,118900,140540,0.4790269285669295
1643,1650,45,900,40280,42420,0.7061705572255972
1643,1684,1,20,129860,129860,0.31600653265148854
1643,1696,1,20,129860,129860,0.31600653265148854
1643,1700,2,40,135600,135800,0.3854506105818549
1643,1704,2,40,130200,135820,0.3854506105818549
1643,1718,4,80,134920,135360,0.4561223208851435
1643,1719,4,80,133040,136500,0.4561223208851435
1643,1727,2,40,38700,38720,0.3854506105818549
1643,1748,1,20,136160,136160,0.31600653265148854
1643,1749,3,60,133920,134800,0.42668859322200425
1643,1761,1,20,134220,134220,0.31600653265148854
1643,1768,1,20,129900,129900,0.31600653265148854
1643,1778,1,20,134960,134960,0.31600653265148854
1643,1782,15,300,38880,133180,0.5923701214603585
1643,1790,1,20,135800,135800,0.31600653265148854
1643,1799,1,20,133500,133500,0.31600653265148854
1643,1822,3,60,130340,132460,0.42668859322200425
1643,1838,1,20,130260,130260,0.31600653265148854
1643,1843,32,640,130400,136620,0.6708308350104104
1643,1851,3,60,136620,136660,0.42668859322200425
1643,1852,27,540,32160,146640,0.6532261284030567
1643,1858,4,80,133920,137080,0.4561223208851435
1643,1861,3,60,134880,134920,0.42668859322200425
1643,1887,1,20,129920,129920,0.31600653265148854
1643,1889,14,280,130200,136640,0.5852336270669158
1643,1890,3,60,135860,136900,0.42668859322200425
1643,1898,3,60,129640,136940,0.42668859322200425
1643,1902,10,200,119100,124940,0.5504571011940145
1643,1906,4,80,119480,140560,0.4561223208851435
1643,1907,10,200,40100,134620,0.5504571011940145
1643,1911,16,320,38340,141420,0.599047349799237
1643,1913,5,100,31660,144700,0.4790269285669295
1643,1916,24,480,119040,136660,0.6410248050598301
1643,1917,3,60,119100,120500,0.42668859322200425
1643,1919,12,240,38220,124960,0.5692950854209973
1643,1922,25,500,31660,142100,0.6452532963865709
1647,1648,17,340,121220,146080,0.6053208666300378
1647,1649,26,520,123680,144940,0.6493162459026266
1647,1670,2,40,124400,144840,0.3854506105818549
1647,1680,1,20,124140,124140,0.31600653265148854
1647,1688,1,20,145740,145740,0.31600653265148854
1647,1707,1,20,144840,144840,0.31600653265148854
1647,1797,3,60,124200,124260,0.42668859322200425
1647,1837,6,120,124100,124340,0.49777959356083784
1647,1852,29,580,122100,146940,0.6606299868059717
1647,1902,37,740,122060,146340,0.6858781329659501
1647,1906,10,200,123900,140720,0.5504571011940145
1647,1907,30,600,122160,147940,0.6641428468550955
1647,1911,108,2160,121160,146680,0.796972706924981
1647,1912,1,20,144820,144820,0.31600653265148854
1647,1913,15,300,122960,144320,0.5923701214603585
1647,1916,31,620,121200,146540,0.6675406987820569
1647,1917,95,1900,121100,148120,0.7836671068889562
1647,1919,23,460,120920,147800,0.6366167070813586
1647,1922,28,560,123200,143340,0.656994059633722
1648,1649,6,120,39720,125260,0.49777959356083784
1648,1650,8,160,40360,41640,0.527424910548402
1648,1666,2,40,43800,128880,0.3854506105818549
1648,1673,2,40,47840,128900,0.3854506105818549
1648,1674,2,40,48700,128920,0.3854506105818549
1648,1675,1,20,43640,43640,0.31600653265148854
1648,1688,1,20,128960,128960,0.31600653265148854
1648,1696,7,140,45020,46860,0.5136570630934635
1648,1697,1,20,48640,48640,0.31600653265148854
1648,1702,1,20,43260,43260,0.31600653265148854
1648,1704,1,20,130200,130200,0.31600653265148854
1648,1708,2,40,43680,129620,0.3854506105818549
1648,1718,12,240,129560,136460,0.5692950854209973
1648,1719,28,560,130820,135140,0.656994059633722
1648,1720,2,40,130380,132900,0.3854506105818549
1648,1743,5,100,47520,49200,0.4790269285669295
1648,1749,5,100,43260,134940,0.4790269285669295
1648,1757,8,160,44780,46080,0.527424910548402
1648,1761,3,60,39160,129960,0.42668859322200425
1648,1764,1,20,47200,47200,0.31600653265148854
1648,1765,2,40,43580,49760,0.3854506105818549
1648,1766,1,20,43800,43800,0.31600653265148854
1648,1780,1,20,133900,133900,0.31600653265148854
1648,1782,13,260,130400,133180,0.577569991929958
1648,1787,1,20,49420,49420,0.31600653265148854
1648,1790,1,20,136420,136420,0.31600653265148854
1648,1796,1,20,144740,144740,0.31600653265148854
1648,1809,1,20,38840,38840,0.31600653265148854
1648,1822,5,100,47400,135580,0.4790269285669295
1648,1838,1,20,47460,47460,0.31600653265148854
1648,1843,59,1180,130280,133240,0.7342587129460318
1648,1851,31,620,44140,132640,0.6675406987820569
1648,1852,10,200,32240,147020,0.5504571011940145
1648,1855,1,20,43100,43100,0.31600653265148854
1648,1858,7,140,130060,136600,0.5136570630934635
1648,1861,165,3300,43180,137060,0.8409459582096479
1648,1866,1,20,43080,43080,0.31600653265148854
1648,1887,2,40,129960,134080,0.3854506105818549
1648,1889,214,4280,43200,137100,0.8679286561507327
1648,1890,3,60,43380,130300,0.42668859322200425
1648,1902,7,140,43780,145940,0.5136570630934635
1648,1906,13,260,120180,125360,0.577569991929958
1648,1907,50,1000,38440,138780,0.7170949426089054
1648,1908,2,40,38500,145680,0.3854506105818549
1648,1909,2,40,47740,50740,0.3854506105818549
1648,1911,10,200,32060,146380,0.5504571011940145
1648,1912,2,40,43880,50180,0.3854506105818549
1648,1913,3,60,39720,144700,0.42668859322200425
1648,1916,3,60,50740,137100,0.42668859322200425
1648,1917,1,20,123120,123120,0.31600653265148854
1648,1919,3,60,123740,140400,0.42668859322200425
1648,1920,4,80,45340,128960,0.4561223208851435
1648,1922,16,320,38860,145940,0.599047349799237
1649,1650,1,20,42220,42220,0.31600653265148854
1649,1656,5,100,145220,145660,0.4790269285669295
1649,1664,1,20,145340,145340,0.31600653265148854
1649,1665,1,20,38500,38500,0.31600653265148854
1649,1673,8,160,144960,145680,0.527424910548402
1649,1675,1,20,145300,145300,0.31600653265148854
1649,1685,1,20,38820,38820,0.31600653265148854
1649,1748,1,20,38720,38720,0.31600653265148854
1649,1751,1,20,145340,145340,0.31600653265148854
1649,1752,2,40,39220,39260,0.3854506105818549
1649,1764,1,20,38760,38760,0.31600653265148854
1649,1765,1,20,145160,145160,0.31600653265148854
1649,1767,1,20,39380,39380,0.31600653265148854
1649,1789,3,60,39200,39460,0.42668859322200425
1649,1792,1,20,38760,38760,0.31600653265148854
1649,1797,1,20,124180,124180,0.31600653265148854
1649,1807,1,20,39200,39200,0.31600653265148854
1649,1831,2,40,39180,39220,0.3854506105818549
1649,1837,1,20,124180,124180,0.31600653265148854
1649,1843,2,40,38820,39340,0.3854506105818549
1649,1851,2,40,42500,42520,0.3854506105818549
1649,1852,60,1200,37560,137540,0.73600174479103
1649,1902,30,600,36720,144520,0.6641428468550955
1649,1906,130,2600,31940,147920,0.8162085257066064
1649,1907,8,160,119840,124620,0.527424910548402
1649,1908,4,80,144980,145560,0.4561223208851435
1649,1911,18,360,38240,144660,0.611236718692761
1649,1913,6,120,38340,147880,0.49777959356083784
1649,1916,20,400,39620,146820,0.6221438686148343
1649,1917,7,140,39520,124000,0.5136570630934635
1649,1919,6,120,127620,146400,0.49777959356083784
1649,1922,17,340,38360,144780,0.6053208666300378
1650,1653,1,20,37020,37020,0.31600653265148854
1650,1664,1,20,37600,37600,0.31600653265148854
1650,1673,1,20,139740,139740,0.31600653265148854
1650,1684,2,40,37660,37680,0.3854506105818549
1650,1688,1,20,37280,37280,0.31600653265148854
1650,1695,1,20,37480,37480,0.31600653265148854
1650,1702,21,420,39200,147380,0.6271957224548713
1650,1704,25,500,32840,129180,0.6452532963865709
1650,1706,25,500,32980,147680,0.6452532963865709
1650,1708,23,460,32980,139360,0.6366167070813586
1650,1709,10,200,37780,122600,0.5504571011940145
1650,1710,6,120,51420,138880,0.49777959356083784
1650,1713,33,660,32720,138760,0.6740198756289276
1650,1715,13,260,117540,140120,0.577569991929958
1650,1718,53,1060,33680,147480,0.7231371006799163
1650,1732,17,340,37840,127140,0.6053208666300378
1650,1739,12,240,32960,138420,0.5692950854209973
1650,1743,17,340,35480,126440,0.6053208666300378
1650,1746,1,20,122660,122660,0.31600653265148854
1650,1749,23,460,39380,138560,0.6366167070813586
1650,1824,1,20,56960,56960,0.31600653265148854
1650,1851,71,1420,33720,147820,0.7534607363477915
1650,1852,9,180,38080,137080,0.5395785563918402
1650,1854,9,180,32760,120340,0.5395785563918402
1650,1855,25,500,42860,129340,0.6452532963865709
1650,1858,11,220,35500,146740,0.5603028760303012
1650,1861,15,300,42940,127140,0.5923701214603585
1650,1863,9,180,33860,125260,0.5395785563918402
1650,1872,37,740,33020,138840,0.6858781329659501
1650,1877,8,160,32920,125940,0.527424910548402
1650,1883,19,380,37460,137780,0.6168334979266865
1650,1887,27,540,34220,147480,0.6532261284030567
1650,1889,18,360,39200,137740,0.611236718692761
1650,1890,39,780,33140,147140,0.6913351113744413
1650,1897,16,320,53960,147580,0.599047349799237
1650,1898,40,800,32880,140120,0.6939596534072261
1650,1906,1,20,42200,42200,0.31600653265148854
1650,1907,23,460,40320,41880,0.6366167070813586
1650,1919,1,20,40040,40040,0.31600653265148854
1650,1920,1,20,37480,37480,0.31600653265148854
1650,1922,15,300,40280,41780,0.5923701214603585
1653,1665,1,20,37120,37120,0.31600653265148854
1653,1668,9,180,33600,121760,0.5395785563918402
1653,1674,1,20,124220,124220,0.31600653265148854
1653,1681,1,20,124440,124440,0.31600653265148854
1653,1697,1,20,124080,124080,0.31600653265148854
1653,1705,14,280,32860,128080,0.5852336270669158
1653,1730,18,360,37760,127320,0.611236718692761
1653,1745,5,100,37080,123900,0.4790269285669295
1653,1753,5,100,51260,51340,0.4790269285669295
1653,1765,1,20,124120,124120,0.31600653265148854
1653,1789,1,20,51060,51060,0.31600653265148854
1653,1797,13,260,37660,124220,0.577569991929958
1653,1801,1,20,117820,117820,0.31600653265148854
1653,1815,34,680,31900,117460,0.6771138485823601
1653,1821,1,20,43240,43240,0.31600653265148854
1653,1824,2,40,32060,32080,0.3854506105818549
1653,1835,1,20,50800,50800,0.31600653265148854
1653,1837,30,600,32060,128400,0.6641428468550955
1653,1852,13,260,123860,124200,0.577569991929958
1653,1866,1,20,50800,50800,0.31600653265148854
1653,1908,1,20,124160,124160,0.31600653265148854
1656,1661,18,360,54860,139160,0.611236718692761
1656,1663,12,240,38600,144120,0.5692950854209973
1656,1664,8,160,38020,141620,0.527424910548402
1656,1665,10,200,36480,131880,0.5504571011940145
1656,1666,7,140,36940,137280,0.5136570630934635
1656,1670,47,940,31760,147440,0.710679196839879
1656,1673,72,1440,36500,145680,0.7549114253313359
1656,1674,103,2060,33380,147720,0.7920549180380158
1656,1675,271,5420,31780,147980,0.8924340242497564
1656,1680,19,380,36520,144200,0.6168334979266865
1656,1681,6,120,31760,55640,0.49777959356083784
1656,1682,6,120,36480,58240,0.49777959356083784
1656,1684,9,180,38380,146160,0.5395785563918402
1656,1687,4,80,38560,146060,0.4561223208851435
1656,1688,8,160,36520,140000,0.527424910548402
1656,1695,6,120,36540,129420,0.49777959356083784
1656,1696,9,180,38460,138940,0.5395785563918402
1656,1697,38,760,36940,144200,0.6886424802963587
1656,1698,20,400,36720,129840,0.6221438686148343
1656,1708,1,20,37480,37480,0.31600653265148854
1656,1714,2,40,144460,144480,0.3854506105818549
1656,1722,1,20,144560,144560,0.31600653265148854
1656,1730,1,20,123920,123920,0.31600653265148854
1656,1732,1,20,37700,37700,0.31600653265148854
1656,1743,1,20,37500,37500,0.31600653265148854
